Trailer_num, Trailer_type,Arrival_time,Deadline, Supply/Demand/Loadtime, P1, P2, P3, P4, P5
NA, NA, min,min, Loadtime, 3.0, 3.0, 3.0, 3.0, 3.0
IT1, Inbound trailer,593.0,NA, Supply, 0, 6, 16, 0, 20
IT2, Inbound trailer,725.0,NA, Supply, 0, 12, 0, 18, 13
IT3, Inbound trailer,575.0,NA, Supply, 0, 5, 0, 0, 10
IT4, Inbound trailer,495.0,NA, Supply, 10, 0, 0, 8, 18
IT5, Inbound trailer,746.0,NA, Supply, 5, 0, 0, 0, 13
IT6, Inbound trailer,791.0,NA, Supply, 10, 0, 0, 0, 13
IT7, Inbound trailer,300.0,NA, Supply, 0, 0, 7, 15, 0
IT8, Inbound trailer,374.0,NA, Supply, 12, 0, 0, 0, 0
IT9, Inbound trailer,335.0,NA, Supply, 0, 0, 18, 0, 11
IT10, Inbound trailer,585.0,NA, Supply, 18, 12, 15, 11, 0
IT11, Inbound trailer,637.0,NA, Supply, 15, 0, 10, 0, 11
IT12, Inbound trailer,158.0,NA, Supply, 0, 19, 11, 0, 7
IT13, Inbound trailer,200.0,NA, Supply, 7, 0, 6, 0, 0
IT14, Inbound trailer,868.0,NA, Supply, 20, 10, 0, 0, 7
IT15, Inbound trailer,635.0,NA, Supply, 0, 17, 16, 13, 0
IT16, Inbound trailer,234.0,NA, Supply, 0, 18, 12, 0, 0
IT17, Inbound trailer,357.0,NA, Supply, 0, 10, 13, 0, 15
IT18, Inbound trailer,639.0,NA, Supply, 12, 0, 0, 19, 0
IT19, Inbound trailer,192.0,NA, Supply, 0, 0, 0, 0, 14
IT20, Inbound trailer,782.0,NA, Supply, 15, 0, 15, 0, 15
OT1, Outbound trailer, NA,1350.0, Demand, 4, 2, 4, 0, 6
OT2, Outbound trailer, NA,1365.0, Demand, 0, 3, 10, 5, 6
OT3, Outbound trailer, NA,1346.0, Demand, 8, 0, 0, 3, 0
OT4, Outbound trailer, NA,1190.0, Demand, 4, 0, 7, 4, 3
OT5, Outbound trailer, NA,1221.0, Demand, 5, 0, 3, 3, 5
OT6, Outbound trailer, NA,434.0, Demand, 0, 3, 10, 0, 0
OT7, Outbound trailer, NA,495.0, Demand, 0, 4, 3, 3, 2
OT8, Outbound trailer, NA,715.0, Demand, 0, 0, 0, 5, 10
OT9, Outbound trailer, NA,528.0, Demand, 3, 0, 0, 0, 0
OT10, Outbound trailer, NA,774.0, Demand, 10, 2, 0, 0, 0
OT11, Outbound trailer, NA,1331.0, Demand, 0, 6, 10, 5, 3
OT12, Outbound trailer, NA,839.0, Demand, 2, 5, 0, 0, 9
OT13, Outbound trailer, NA,647.0, Demand, 0, 0, 5, 0, 3
OT14, Outbound trailer, NA,412.0, Demand, 0, 0, 0, 2, 7
OT15, Outbound trailer, NA,446.0, Demand, 0, 4, 0, 0, 4
OT16, Outbound trailer, NA,896.0, Demand, 7, 5, 0, 0, 9
OT17, Outbound trailer, NA,1132.0, Demand, 8, 6, 0, 4, 3
OT18, Outbound trailer, NA,699.0, Demand, 4, 2, 3, 2, 5
OT19, Outbound trailer, NA,849.0, Demand, 0, 6, 0, 0, 5
OT20, Outbound trailer, NA,1275.0, Demand, 0, 3, 0, 3, 0
OT21, Outbound trailer, NA,446.0, Demand, 0, 0, 0, 0, 3
OT22, Outbound trailer, NA,1098.0, Demand, 0, 2, 10, 3, 5
OT23, Outbound trailer, NA,765.0, Demand, 5, 5, 9, 0, 4
OT24, Outbound trailer, NA,702.0, Demand, 6, 6, 7, 3, 9
OT25, Outbound trailer, NA,773.0, Demand, 17, 2, 6, 4, 5
OT26, Outbound trailer, NA,551.0, Demand, 3, 0, 0, 1, 9
OT27, Outbound trailer, NA,547.0, Demand, 3, 4, 0, 0, 10
OT28, Outbound trailer, NA,683.0, Demand, 4, 5, 5, 0, 0
OT29, Outbound trailer, NA,805.0, Demand, 0, 3, 0, 0, 0
OT30, Outbound trailer, NA,900.0, Demand, 5, 17, 3, 0, 0
OT31, Outbound trailer, NA,1059.0, Demand, 0, 0, 0, 3, 0
OT32, Outbound trailer, NA,916.0, Demand, 8, 3, 0, 2, 0
OT33, Outbound trailer, NA,661.0, Demand, 0, 4, 9, 4, 0
OT34, Outbound trailer, NA,996.0, Demand, 0, 0, 14, 3, 4
OT35, Outbound trailer, NA,692.0, Demand, 8, 0, 7, 1, 9
OT36, Outbound trailer, NA,689.0, Demand, 3, 2, 0, 0, 22
OT37, Outbound trailer, NA,1018.0, Demand, 7, 4, 0, 15, 0
OT38, Outbound trailer, NA,1064.0, Demand, 0, 0, 9, 3, 0
OT39, Outbound trailer, NA,1154.0, Demand, 0, 0, 0, 3, 0
OT40, Outbound trailer, NA,437.0, Demand, 0, 1, 5, 0, 7
